prediction	target	average probability	entropy	dist
거 리 어 요	거 슬 리 어 요	0.08307242095470428	0.8670228123664856	2
겪 으 심	겪 으 심	0.24884041647116342	0.5438334345817566	0
기 여 요	여 겨 요	0.3171796162923177	0.4517962634563446	2
귓 속 말 하 시 기	귓 속 말 하 시 기	0.12395404974619548	0.417508065700531	0
성 립 되 었 어	성 립 됐 어	0.145049569606781	0.5312296152114868	3
의 식 하 려 고	의 식 하 려 고	0.12980742912739515	0.3742259442806244	0
되 치 한 데	난 치 하 더 니	0.024907903373241426	0.9881942272186279	5
사 지 만	사 는 데	0.13495405117670695	0.8019296526908875	2
조 심 하 시 려 고	조 심 하 시 려 고	0.11777531057596206	0.36831846833229065	0
괴 했 음	파 괴 했 기	0.14815394580364227	0.7230305671691895	3
급 격 하 셨 습 니 까	급 격 하 셨 습 니 까	0.09036377061690604	0.4191147983074188	0
방 목 하 면	방 <UNK> 하 여 야	0.06496220156550407	1.0352301597595215	8
미 미 어 요	미 어 요	0.13301263898611068	0.762769341468811	2
후 회 해 야	후 회 하 면	0.1134565781801939	0.6080678701400757	2
타 일 렀	타 이 <UNK>	0.21809349258740743	0.8988564610481262	6
배 주 셔	배 워 주 셔	0.23159841398398082	0.7118932604789734	2
깠 습 니 다	까 <UNK> 으 셨 습 니 다	0.24866716861724852	0.3568389117717743	11
흐 느 냐	흐 느 끼 겠 다	0.2029802083969116	0.6297149658203125	5
뜻 요	더 워 요	0.03351243436336517	1.3271063566207886	3
설 치 려 고	설 치 려 고	0.2268600732088089	0.4328371286392212	0
와	역 겨 워	0.08173466920852661	1.4209524393081665	5
불 행 합 니 까	불 행 합 니 까	0.1624635648727417	0.47305309772491455	0
치 었 어	쳤 어	0.3173268715540568	0.495716392993927	3
일 하 면	일 천 하 면	0.1358187625805537	0.7652278542518616	2
물 심	무 심	0.16907158643007278	0.9425665736198425	1
계 산 하 셨 느 냐	계 산 하 셨 느 냐	0.16613139907519023	0.30344516038894653	0
공 변 되 다	공 변 되 다	0.21467765271663666	0.48749521374702454	0
장 식 하 는 데	장 식 하 는 데	0.10458451330661774	0.5509620904922485	0
구 부 러 지 었 습 니 까	구 부 러 졌 습 니 까	0.048081155749969184	0.47572416067123413	3
확 정 했 다	확 정 했 다	0.24926101565361022	0.35272136330604553	0
따 사 됐 냐	따 사 로 웠 냐	0.1393584653735161	0.7455277442932129	3
사 하 겠 다	동 사 하 겠 다	0.09420610591769218	0.594641923904419	2
좆 되 시 려 고	좆 되 시 려 고	0.08073192596435547	0.5806859731674194	0
다 가 고	가 고	0.2145343283812205	0.7714227437973022	2
비 볐 음	비 비 시 기	0.1473744571208954	0.8653109073638916	4
차 려 요	차 고 넘 치 어 요	0.1423472821712494	0.8615025281906128	7
지 었 음	다 지 었 음	0.26761680444081626	0.5435158610343933	2
사 하 셨 어	사 인 하 셨 어	0.11374193765223026	0.6088466048240662	2
연 락 했 느 냐	연 락 했 느 냐	0.15500675797462463	0.5178508758544922	0
좋 아 보 셨 어	<UNK> 아 보 셨 어	0.05321565419435501	0.8609808087348938	5
연 주 하 셨 습 니 다	연 주 하 셨 습 니 다	0.14021280152457102	0.2976446747779846	0
무 아 셨 어	아 무 러 셨 어	0.056475001573562625	0.8904587030410767	3
답 답 하 고	오 답 하 고	0.11452880464494228	0.8139485120773315	1
본	<UNK> 었 기	0.08124440908432007	1.4956450462341309	9
사 나	사 귀 어	0.2676167577505112	1.031423807144165	3
어 지 셨 느 냐	<UNK> 어 지 셨 느 냐	0.017447829842567444	0.8627675175666809	6
틀 리 셨 느 냐	틀 리 셨 느 냐	0.19935080289840698	0.3273638188838959	0
금 기 하 느 냐	금 기 하 느 냐	0.19604475021362305	0.3463701903820038	0
그 리 겠 습 니 다	그 리 겠 습 니 다	0.16567214131355285	0.3070497214794159	0
살 하 시 다	살 살 하 시 다	0.2104028955101967	0.5068652629852295	2
마 르 셔 요	목 마 르 세 요	0.07397056668996811	0.7132183313369751	3
조 심 스 러 우 셨 습 니 까	조 심 스 러 우 셨 습 니 까	0.10812084409925672	0.26489895582199097	0
절 단 하 셨 어	절 단 하 셨 어	0.19278752326965332	0.37327754497528076	0
귓 속 말 했 다	귓 속 말 했 다	0.19187490224838258	0.3708235025405884	0
끼 웠	끼 운	0.29183854404836895	1.3084275722503662	1
커 하 시 려 고	커 <UNK> 하 시 려 고	0.07334509015083313	0.669280469417572	6
남 다 하 셨 어	남 루 하 셨 어	0.11059313774108886	0.5399094820022583	1
증 가 했 습 니 까	증 가 했 습 니 까	0.1173523336648941	0.4143500328063965	0
가 련 하 겠 어 요	가 련 하 겠 어 요	0.1657904366652171	0.3062690794467926	0
찢 어	찢 어 지 겠 어	0.30198599174618723	0.6238077282905579	6
거 렸 습 니 다	거 슬 렸 습 니 다	0.13627584099769594	0.5450165271759033	2
울 리 면	울 리 어 야	0.2048975110054016	0.5937808156013489	3
들 려 오 느 냐	들 려 오 느 냐	0.19739715337753297	0.34307345747947693	0
내 팽 개 치 셨 느 냐	내 팽 개 치 셨 느 냐	0.1419727155140468	0.28543907403945923	0
덜 컹 이 시 는	덜 컹 이 시 는 ' i s i n e u n	0.19620712518692016	0.3549344539642334	16
챙 피 려 고	피 려 고	0.06134025380015373	0.9099671244621277	2
고 치 셔	고 치 셔	0.32524492740631106	0.4176895320415497	0
그 늘 시 겠 다	그 늘 지 시 겠 다	0.10428692519664765	0.6051657795906067	2
그 치 시 느 냐	그 치 시 느 냐	0.19079662322998048	0.38416582345962524	0
반 영 하 겠 어	반 영 하 겠 어	0.17465450048446654	0.427754282951355	0
교 활 하 면	교 활 해 야	0.18362344354391097	0.5917835235595703	2
전 하 지 만	완 전 하 지 만	0.10591280572116375	0.6554006338119507	2
지 이 셔	지 <UNK> 이 셔	0.14389940798282624	0.9815340042114258	6
날 라	나 르 시 느 냐	0.1525123303756118	0.9043200016021729	8
빼 놓 으 면	빼 <UNK> 야	0.2480725735425949	0.36439964175224304	6
불 복 했 습 니 다	불 복 했 습 니 다	0.11498047535618146	0.4713176190853119	0
더 니 다	더 러 워 지 시 겠 다	0.10650690197944641	0.8454349040985107	9
실 험 했 습 니 다	실 험 했 습 니 다	0.1511228084564209	0.3799293041229248	0
꼬 다	고 우 시 다	0.0328584685921669	1.3509224653244019	5
면	<UNK> 켰 다	0.10639238357543945	1.377008080482483	9
바 수	바 <UNK>	0.2127698242664337	1.2002609968185425	5
고 통 하 셨 어	고 <UNK> 하 셨 어	0.059149188995361326	0.8024908304214478	5
과 식 하 시 느 냐	과 식 하 시 느 냐	0.1640306293964386	0.31644415855407715	0
챙 피 하 시 는	피 임 하 시 는	0.0847029972076416	0.6314840316772461	2
내 려 다 보 습 니 다	내 려 다 봅 니 다	0.08344080661024367	0.5103176832199097	3
마 중 해 야	마 중 해 야	0.16225898191332816	0.5907773375511169	0
했 다	난 리 했 다	0.07212068736553193	1.273952841758728	4
당 하 시 겠 다	당 하 시 겠 다	0.12177319556474686	0.48300570249557495	0
건 전 합 니 다	건 전 합 니 다	0.19882129669189452	0.33388659358024597	0
청 해 요	청 취 해 요	0.16392177554468315	0.6721357703208923	2
헷 갈 리 지 만	헷 갈 리 는 데	0.10492377042770386	0.583839476108551	2
죄 송 하 지 만	죄 송 하 더 니	0.09761935383081437	0.5604947209358215	2
빼 놓 었 다	빼 놓 았 다	0.14609493613243102	0.6802656650543213	1
유 명 하 고	유 명 하 고	0.24842165410518646	0.35906147956848145	0
기 댄 느 냐	기 <UNK> 했 느 냐	0.03232416845858097	0.9244341850280762	7
진 부 할	진 부 할	0.15980165357080597	0.9714959263801575	0
돌 파 해 요	돌 파 해 요	0.2431845933198929	0.38294509053230286	0
복 수 했 느 냐	복 수 했 느 냐	0.19376479148864745	0.3602488338947296	0
유 사 하 면	유 사 하 면	0.16178741846233607	0.5150448083877563	0
낭 비 돼	낭 <UNK> 돼	0.10371494889259339	1.3007220029830933	5
같 아 지 만	같 잖 더 니	0.07659311294555664	0.9602787494659424	3
날 라 요	<UNK> 어 요	0.09045575459798177	1.2037768363952637	6
착 잡 하 셨 어	착 잡 하 셨 어	0.19873566865921022	0.3327115476131439	0
뜻 해	<UNK> 란 해	0.05313783884048462	1.4631787538528442	7
배 주 시 겠 다	배 워 주 시 겠 다	0.1601278293132782	0.4694102704524994	2
챙 피 하 셔	피 하 셔	0.14516391977667809	0.7200887799263	2
회 복 하 셨 어	회 복 하 셨 어	0.09164138555992395	0.37988609075546265	0
비 슷 하 셔	비 <UNK> 하 셔	0.091273432970047	0.8730425238609314	5
연 망 하 면	망 연 하 면 - y e o n h a m y e o n	0.2063598930835724	0.4800136387348175	26
혼 돈 하 셨 어	혼 돈 하 셨 어	0.19942235469818115	0.32747742533683777	0
축 축 해 요	축 복 해 요	0.1490817453013733	0.6135225892066956	1
갈 아 고	갈 고 <UNK> 으 시 느 냐	0.02154252603650093	0.8205111026763916	14
소 원	미 소 지 은	0.05702068321406841	1.3643088340759277	5
힘 이 셨 어	쓰 이 셨 어 - i s y e o s s e o	0.1349792242050171	0.8191070556640625	21
설 지 하 겠 습 니 다	설 거 지 하 겠 습 니 다	0.056992173194885254	0.5496019721031189	2
접 하 겠 다	접 하 겠 다	0.2426783949136734	0.3931203782558441	0
넘 칩 니 다	넘 어 갑 니 다	0.07127303257584572	0.8853421807289124	3
싫 어 요	싫 어 요	0.294380255540212	0.4780307114124298	0
참 으 시 느 냐	참 으 시 느 냐	0.19930025100708007	0.32857057452201843	0
하 직 하 시 려 고	하 직 하 시 려 고	0.12341468433539073	0.4924033582210541	0
건 너 셨 어	건 너 가 셨 어	0.11973616480827332	0.5855453014373779	2
안 전 해 요	안 <UNK> 해 요	0.08003981187939643	0.9175183773040771	5
내 한 하 셨 느 냐	내 한 하 셨 느 냐	0.16545491814613342	0.30971667170524597	0
수 음 해	수 음 해	0.3303540309270223	0.38480955362319946	0
버 티 느 냐	버 <UNK> 느 냐	0.08985923305153846	0.8503203392028809	5
점 하 더 니	점 프 하 지 만	0.07812312468886376	0.7875808477401733	4
혼 나 요	혼 나 요	0.10776431163152059	0.8770231604576111	0
떨 어 요	<UNK> 어 버 리 어 요	0.07003488739331563	1.175821304321289	11
있 어	있 겠 어	0.225964817404747	0.9448180794715881	2
집 어 넣 을	집 어 넣 을	0.13250980991870165	0.8319728970527649	0
잡 히 었 기	잡 <UNK> 기	0.0923346072435379	0.8456942439079285	5
두 려 야	<UNK> <UNK> 야	0.029256224632263184	1.2270915508270264	10
들 힘 쓰 는 데	힘 들 지 만	0.05141065821051598	0.9772223234176636	5
목 격 하 시 려 고	목 <UNK> 하 시 려 고	0.059424228966236115	0.7103599309921265	5
주 요	<UNK> 요	0.39585409313440323	0.6028767228126526	5
고 정 돼 요	고 정 됐 어 요	0.07739537693560124	0.6291508674621582	3
계 속 되 시 라	계 속 되 시 라	0.19921077013015748	0.3287543058395386	0
가 다 붙 으 셨 어	가 다 붙 으 셨 어	0.10399699807167054	0.5218505859375	0
기 억 돼	기 억 됐 기	0.13435463905334472	0.7268075346946716	3
맞 을	맞 을	0.19884714484214783	1.1713249683380127	0
돌 렸 기	되 돌 리 었 기	0.22050581475098927	0.6540265083312988	5
덧 붙 으 세 요	덧 붙 으 세 요	0.16132546901702882	0.4724120497703552	0
진 행 되 어 요	진 행 돼 요	0.1903460168838501	0.3805159032344818	3
질 투 하 시 라	질 투 하 시 라	0.16932093143463134	0.47231391072273254	0
내 주 다	내 준 다	0.2796536882718404	0.5572516322135925	1
차 지 하 시 라	차 지 하 시 라	0.10454014778137206	0.61174476146698	0
나 빠 지 습 니 다	나 빠 집 니 다	0.1481863498687744	0.41893264651298523	3
첨 부 해 요	첨 부 해 요	0.2492891013622284	0.35302579402923584	0
복 회 하 시 기	회 복 하 시 기	0.11122422402724624	0.5943583250045776	2
여 여 할	여 여 할	0.219196026523908	0.6864985227584839	0
저 었 어 요	지 저 귀 어 요	0.08643587976694107	0.9044554829597473	3
감 싸 시 겠 다	감 싸 시 겠 다	0.16672806382179262	0.5218273401260376	0
근 포 하 는 데	포 근 한 데	0.04368419289588928	0.7599117755889893	4
본 셨 어	<UNK> 으 셨 어	0.032374634345372515	1.2796924114227295	7
미 미 했 냐	미 미 했 냐	0.1536402442958206	0.5834230184555054	0
중 했 음	중 했 기	0.24920207038521766	0.564458966255188	1
일 그 러 지 겠 습 니 다	일 그 러 지 겠 습 니 다	0.05017118360847235	0.5127550959587097	0
두 어 야	두 <UNK> 워 야	0.09846508105595907	0.9883526563644409	7
강 탈 하 시 는	강 탈 하 시 는	0.19497791528701783	0.35507816076278687	0
미 집 겠 습 니 다	밀 집 되 겠 습 니 다	0.07133822962641716	0.5010380744934082	3
저 분 하 면	너 저 분 하 여 야	0.1157349020242691	0.7545977830886841	5
노 동 계 급 화 하 지 만	노 동 계 급 화 하 더 니	0.06647617015987635	0.4414811134338379	2
발 달 하 시 기	발 달 하 시 기	0.1324077534675598	0.4989992082118988	0
따 사 시 겠 다	따 사 로 우 시 겠 다	0.09138442277908325	0.6462643146514893	4
재 현 하 려 고	재 현 하 려 고	0.19791781663894653	0.33813005685806274	0
자 진 하 겠 어	자 진 하 겠 어	0.18579181432723998	0.4026390314102173	0
물 사 할	<UNK> 탈 사 할	0.02984840472539266	1.458105444908142	7
높 였 음	높 여 야	0.1242263933022817	0.8338947296142578	2
참 석 하 셨 느 냐	참 석 하 셨 느 냐	0.08679292922218641	0.5182710289955139	0
꼬 는 데	고 운 데	0.05779687960942586	1.2417601346969604	2
습 하 시 겠 다	습 하 시 겠 다	0.1515114375948906	0.48580658435821533	0
소 스 러 우 면	소 란 스 러 워 야	0.07814828753471374	0.7400780916213989	4
정 정 합 니 다	정 합 니 다	0.08067809358239174	0.597267210483551	2
줄 셨 느 냐	<UNK> 으 셨 느 냐	0.024215464293956757	1.0479152202606201	7
복 종 하 셨 어	복 종 하 셨 어	0.19948883056640626	0.3265880346298218	0
쌓 였 습 니 다	쌓 입 니 다	0.19367216825485228	0.3663499057292938	3
쉬 다	쉬 었 다	0.496004980802536	0.372577041387558	2
갈 아 셔	갈 <UNK> 으 셔	0.10908084710439046	1.1501103639602661	7
박 박 면	박 아 야	0.08442904849847158	1.0379582643508911	2
굶 으 겠 다	굶 겠 다	0.14199320301413537	0.6598402857780457	2
꺾 어	꺾 어 져	0.49357802271842954	0.37684792280197144	2
숙 제 해	숙 제 해	0.2327514203886191	0.7286484837532043	0
구 걸 했 느 냐	구 걸 했 느 냐	0.19363918542861938	0.3589131832122803	0
돌 파 하 시 라	돌 파 하 시 라	0.19943852186203004	0.3271397054195404	0
트 렸 어	트 림 했 어	0.08550429493188857	0.8380129933357239	3
부 릅 하 시 겠 다	부 인 하 시 겠 다 - i n h a s i g e t d a	0.06061903387308121	0.6259037852287292	25
박 박 셔	박 으 셔	0.21069804777701695	0.7406933903694153	1
등 장 하 면	등 장 하 여 야	0.17029401957988738	0.5535642504692078	3
대 기 해 요	대 기 해 요	0.11047026515007019	0.6288162469863892	0
여 전 합 니 까	여 전 합 니 까	0.1968575096130371	0.3427715003490448	0
성 장 했 습 니 까	성 장 했 습 니 까	0.16500014066696167	0.3127271831035614	0
금 기 시 했 습 니 까	금 기 시 했 습 니 까	0.14229000636509487	0.28368815779685974	0
향 긋 하 지 만	향 하 는 데	0.0708665382862091	0.6311649084091187	4
그 치 었 기	다 그 쳤 음	0.20992829501628876	0.5855960249900818	4
조 심 스 러 웠 기	조 심 스 러 웠 음	0.06079182003935178	0.5555654168128967	1
이 상 하 셨 습 니 까	이 상 하 셨 습 니 까	0.14119835921696255	0.29140254855155945	0
상 합 시 오	상 합 시 오	0.2192533165216446	0.48403340578079224	0
유 효 해 야	유 효 하 여 야	0.15415301136672496	0.5691616535186768	3
희 롱 했 어	희 롱 했 어	0.15297922790050505	0.7394553422927856	0
데 려 하 세 요	데 <UNK> 하 세 요	0.04779524385929108	0.8833792209625244	5
불 했 기	환 불 하 였 음	0.09118115318318208	0.8487105369567871	6
조 리 고	조 리 고	0.3291340271631877	0.3910013437271118	0
급 하 겠 어	급 감 하 겠 어	0.17251547574996948	0.5071372389793396	2
내 한 하 시 라	내 한 하 시 라	0.19913023471832275	0.33031976222991943	0
얽 매 고	매 끄 럽 고	0.07610628406206767	0.9585590958595276	4
지 킨 습 니 까	지 <UNK> 했 습 니 까	0.03365082025527954	0.755331814289093	7
사 나 겠 다	사 <UNK> 겠 다	0.10096463412046433	0.8212031722068787	5
구 현 되 었 기	구 현 되 었 음	0.07052002727985382	0.747316837310791	1
대 하 세 요	대 하 세 요	0.24902802407741548	0.3541908860206604	0
포 체 하 면	체 포 해 야	0.14252021461725234	0.6472097635269165	4
교 환 되 셨 느 냐	교 환 되 셨 느 냐	0.1652518371740977	0.31043949723243713	0
물 려 받 아	물 려 받 아	0.23422095477581023	0.43650010228157043	0
거 니 셨 습 니 까	거 치 셨 습 니 까	0.058901115755240124	0.6126443147659302	1
결 해 요	해 결 돼 요	0.3315749446551005	0.37780267000198364	3
팔 했 어 요	팔 팔 했 어 요	0.19981518089771272	0.49673715233802795	2
가 라 가 셨 습 니 다	가 라 <UNK> 으 셨 습 니 다	0.09788380350385394	0.46246597170829773	7
기 민 하 였 음	기 민 했 음	0.19578294038772584	0.3531927466392517	3
생 나 시 기	생 겨 나 심	0.1459937423467636	0.8336802124977112	3
장 담 해 요	장 담 해 요	0.23508746027946473	0.4128079414367676	0
현 명 하 시 라	현 명 하 시 라	0.12298512808978558	0.5469365119934082	0
안 안 시 려 고	안 으 시 려 고	0.1105836969614029	0.6159181594848633	1
획 득 하 시 겠 다	득 의 양 양 하 시 겠 다 - y a n g h a s i g e t d a	0.09760401397943497	0.5492891073226929	34
실 현 하 시 려 고	실 현 하 시 려 고	0.1660035014152527	0.3053644895553589	0
악 화 된	악 화 돼 야	0.12724296314020953	0.696951687335968	3
쌓 셨 어	쌓 이 셨 어	0.14846807109812896	0.715360701084137	2
잡 히 어 요	잡 혀 요	0.14241737872362137	0.7821370363235474	3
개 세 요	개 세 요	0.3312873880068461	0.37923696637153625	0
얕 잡 려 고	얕 잡 으 려 고	0.1416396539658308	0.6117347478866577	2
들 날 해	들 <UNK> 날 <UNK> 해	0.08423365801572799	1.1827788352966309	12
참 으 셨 느 냐	참 으 셨 느 냐	0.19925689458847046	0.3290942311286926	0
기 약 하 고	기 약 하 고	0.24699507057666778	0.36981236934661865	0
흐 느 냐	흐 느 끼 려 고	0.24229955673217773	0.6135990023612976	5
가 획 하 겠 어	가 득 하 겠 어	0.06769005700945854	0.6684347987174988	1
제 의 해	제 의 해 - u i h a e	0.1478601327786843	0.6268441081047058	12
움 틉 시 느 냐	움 트 시 느 냐	0.19036598920822143	0.36973175406455994	1
기 만 하 셨 어	치 기 만 만 하 셨 어	0.19824339151382447	0.3362749218940735	4
불 구 하 려 고	불 구 하 려 고	0.11959877014160156	0.6160463094711304	0
감 음 하 더 니	음 <UNK> 하 더 니	0.016426087617874147	1.0373597145080566	6
열 렸 다	열 렸 다	0.208143945535024	0.7642594575881958	0
반 항 해	<UNK> 반 해	0.17360671857992807	0.9985271692276001	6
맹 비 하 겠 습 니 다	맹 비 난 하 겠 습 니 다	0.0704098709992	0.5777398347854614	2
도 망 하 셨 어	도 망 하 셨 어	0.19941334724426268	0.3270242214202881	0
중 요 시 하 시 겠 다	중 요 시 하 시 겠 다 - y o s i h a s i g e t d a	0.0386379336938262	0.36151719093322754	28
사 하 시 는	사 하 시 는	0.2489358276128769	0.3572666347026825	0
변 하 더 니	변 하 는 데	0.12386334836483001	0.7620614767074585	2
무 리 려 고	버 무 리 려 고	0.18122978508472443	0.6210200190544128	2
복 종 하 시 려 고	복 종 하 시 려 고	0.16604208946228027	0.30448347330093384	0
놀 린	놀 린	0.2162042587995529	1.1062192916870117	0
증 설 한 느 냐	증 설 하 느 냐	0.060364448875188825	0.7205934524536133	1
조 심 한	조 심 하 시 는	0.14216825396288185	0.5803633332252502	5
벌 시 는	벌 주 시 는	0.15451032146811486	0.7795334458351135	2
와	오 <UNK> 했 음	0.18090856494382024	1.2016716003417969	11
추 악 해 야	추 악 하 면	0.23915621638298035	0.408173531293869	2
설 치 셔	설 치 셔	0.32918610572814944	0.3918050527572632	0
낭 비 해	낭 <UNK> 해	0.09906230767567953	1.2887368202209473	5
부 여 하 느 냐	부 여 하 느 냐	0.15081127405166625	0.3602619171142578	0
갈 아 타 고	갈 아 타 려 고	0.09656209796667099	0.65421062707901	2
매 한 데	매 <UNK> 하 더 니	0.07269464979569117	0.9063513875007629	10
미 집 되 심	밀 집 되 심	0.1428249716758728	0.6748497486114502	1
안 절 했 습 니 다	안 절 부 절 못 했 습 니 다	0.09215157081683477	0.5459264516830444	6
습 니 다	<UNK> 었 습 니 다	0.04233075777689616	0.9818806648254395	8
현 질 하 시 라	현 질 하 시 라	0.1992409873008728	0.3288063704967499	0
사 나 워 요	사 납 습 니 까	0.07207216322422028	0.7211138606071472	5
뽑 았 어	뽑 았 어	0.2777539908885956	0.5359734892845154	0
싸 시 느 냐	싸 우 시 느 냐	0.048043963592499496	0.8148645758628845	2
빠 지 었 음	나 빠 졌 기	0.11356076300144195	0.621808648109436	4
계 약 하 셨 습 니 다	계 약 하 셨 습 니 다	0.13890613317489625	0.30387046933174133	0
조 마 했 어 요	조 마 조 마 했 어 요	0.11438951909542083	0.5740806460380554	4
꼬 는 데	<UNK> 구 더 니	0.027599587043126424	1.1314209699630737	9
높 아 지 어 야	높 아 져 야	0.18242184877395629	0.4337008595466614	3
이 사 하 세 요	이 사 하 세 요	0.19921911001205445	0.3298633098602295	0
본	길 으 신	0.3242385506629944	1.4227231740951538	5
명 명 하 셨 어 요	명 하 셨 어 요	0.03277009179194768	0.7804834842681885	2
경 고 하 더 니	경 고 하 여 서	0.10916614651679993	0.6162167191505432	2
출 근 해 요	출 퇴 근 하 자	0.052863335609436034	0.9970207810401917	4
개 발 되 어	개 발 돼	0.1029819443821907	0.9364238977432251	3
줄 하 시 야	토 <UNK> 하 셔 야	0.03106781542301178	0.9903095960617065	8
갈 아 신 세 요	갈 아 신 으 세 요	0.07512199580669403	0.7006350755691528	2
꺾 은 데	꺾 으 시 니 까	0.16414079070091248	0.8794369697570801	6
찌 뿌 둥 하 셨 기	찌 뿌 둥 하 셨 기	0.07968409806489944	0.5300205945968628	0
개 발 되 겠 습 니 다	개 발 되 시 겠 습 니 다	0.08909275361469814	0.44242051243782043	2
돌 리 시 는 데	돌 리 시 지 만	0.10591805815696716	0.7011988759040833	2
논 쟁 했 어 요	논 쟁 됐 어 요	0.15538211584091186	0.4701519012451172	1
갈 망 하 였 음	갈 망 하 셨 음	0.08215302348136902	0.6467448472976685	1
굴 어 요	구 세 요	0.19982270995775858	0.6865605115890503	2
귓 속 말 하 셔	귓 속 말 하 셔	0.19559874534606933	0.34971508383750916	0
해 당 하 다	<UNK> 해 하 자	0.03664559572935104	1.1991627216339111	7
계 속 하 세 요	계 속 하 셔 요	0.194419264793396	0.36264699697494507	1
뜻 하 면	뜻 하 시 면	0.14093663146098453	0.8716978430747986	2
승 진 되 셨 어 요	승 진 되 셨 어 요	0.10019394705692927	0.5112468004226685	0
뜻 한 데	서 <UNK> 하 셔	0.03899216651916504	0.954315721988678	9
습 니 다	<UNK> 명 스 러 웠 습 니 다	0.052154103914896645	0.8100605607032776	14
국 영 해	국 영 해	0.17008964630464712	0.7398255467414856	0
어 그 러 지 겠 습 니 다	어 그 러 지 시 겠 습 니 다	0.11520284116268158	0.32068753242492676	2
배 달 하 더 니	배 달 하 니 까	0.10343918323516846	0.7237680554389954	2
창 설 할	창 설 하 실	0.1025701383749644	0.9368743896484375	3
배 신 하 였 기	배 신 함	0.08318873345851899	0.7940916419029236	5
계 속 하 였 기	계 속 하 기	0.08748503178358077	0.6930317878723145	2
중 했 어	중 했 어	0.2761511961619059	0.5146875977516174	0
는 데	<UNK> <UNK> 하 셔 야	0.050865674018859865	1.0529015064239502	16
뜻 한 데	운 영 해	0.026074143250783284	0.9470260143280029	3
꼬 는 데	음 탕 해	0.015972426533699034	1.0174614191055298	3
내 려 다	내 려 가 라	0.10665076971054077	0.8054186701774597	3
생 각 해 야	생 각 하 시 면	0.20292379036545755	0.5011122226715088	4
숙 제 한 다	숙 제 해 라	0.041444598138332366	0.8443796038627625	2
찢 어 요	찢 어 졌 어 요	0.25253862986962	0.5949777960777283	4
깨 뭅 시 기	깨 달 음	0.12973910421133042	0.891686737537384	4
바 리 시 면	꾸 리 셔 야	0.03365264497697353	1.0760319232940674	3
쪼 개 시 는 데	쪼 개 시 지 만	0.13564780950546265	0.5552013516426086	2
논 쟁 했 기	논 쟁 하 셨 음	0.18743797093629838	0.5197014808654785	4
황 당 하 시 는 데	황 당 하 신 데	0.061779199788967766	0.6231651306152344	3
설 치 시 는 데	설 치 시 더 니	0.1287996017932892	0.5681365132331848	2
비 볐 습 니 까	비 비 <UNK> 시 오	0.10091608345508575	0.6738998889923096	8
못 지 어 요	못 살 아 요	0.0387428019195795	1.0921677350997925	2
간 질 여	간 질 거 려	0.1691869700017075	0.762183666229248	3
뿌 리 심	뿌 리 기	0.21269267623623211	0.6268186569213867	1
홀 리 셨 기	홀 리 셨 기	0.18696899265050887	0.597712516784668	0
출 생 하 시 라	출 <UNK> 하 여 라	0.022349352836608886	1.105007290840149	6
떫 어	떫 어	0.49844217896461485	0.3604397177696228	0
만 들 어 지 다	만 들 어 지 자	0.07078733682632446	0.7231840491294861	1
분 별 되 시 는 데	분 별 되 시 는 데	0.09790019591649374	0.5523717999458313	0
본	<UNK> 기	0.18006573915481566	1.5610839128494263	7
배 달 하 셨 습 니 다	배 달 하 <UNK> 니 다	0.05474916962640626	0.6041595339775085	5
운 했 어	인 했 어	0.05038643678029378	1.30214262008667	1
개 전 되 습 니 까	전 개 되 <UNK> 니 까 - g a e d o e s i m n i k k a	0.03256239692370097	0.7317134141921997	37
배 분 하 라	배 분 해 라	0.08011130169034004	0.744479775428772	1
빠 지 시 는 데	빠 지 시 더 니	0.13876086473464966	0.6003090739250183	2
날 려 고	달 려 가 셔	0.03184803128242493	1.1265825033187866	4
희 냐	고 우 냐	0.07011696100234985	1.323306918144226	3
등 장 하 시 는 데	등 장 하 시 지 만	0.11025484999020894	0.5126323103904724	2
검 소 하 였 기	검 소 하 기	0.10315500855445862	0.6558007001876831	2
처 해	난 처 해	0.13072785437107087	1.3726154565811157	2
들 려 오 셨 습 니 다	들 려 오 <UNK> 니 다	0.07580359535557883	0.5533252954483032	5
는 데	영 <UNK> 스 러 움	0.055228418111801146	1.0869975090026855	12
스 리 어 요	다 스 려 요	0.1698583284392953	0.5177321434020996	3
급 여 하 라	급 여 하 여 라	0.05792002789676189	0.7554724216461182	2
고 약 하 였 기	고 <UNK> 하 기	0.027560365200042725	0.9453487396240234	6
견 디 습 니 다	견 디 <UNK> 니 다	0.05793274462223053	0.6953339576721191	5
등 장 했 다	<UNK> 장 했 다	0.028633297234773637	1.1267869472503662	5
고 민 하 세 요	고 민 하 세 요	0.1981262731552124	0.3365623652935028	0
남 답 겠 어	남 자 다 우 시 겠 어	0.13005439676344394	0.7388947010040283	7
영 원 했 다	영 원 했 다 - w o n h a e t d a	0.08309225291013718	0.7411100268363953	20
연 는 데	연 이 으 시 더 니	0.035407745838165285	0.9835063219070435	8
투 하 셨 기	투 명 하 셨 기	0.09900102838873863	0.7831436395645142	2
는 데	써 시 지 만	0.06252233982086182	1.2295143604278564	6
본	색 <UNK> 하 는	0.13629097640514373	1.7517647743225098	11
어 떠 셨 다	어 떠 셨 다	0.18270771950483322	0.5215001106262207	0
고 수 하 시 는 데	수 고 하 시 는 데	0.08972111642360688	0.6128377318382263	2
